date,Y_Target_Spread
2025-05-03,-1.4082057388029878
2025-05-04,-1.220103443513636
2025-05-05,-1.1840043905293949
2025-05-06,-1.0523123970030492
2025-05-07,-1.2485503814928811
2025-05-08,-1.1570075312247114
2025-05-09,-1.0263409457903545
2025-05-10,-0.9516412657522032
2025-05-11,-0.936299793513454
2025-05-12,-0.6544437319703285
2025-05-13,-0.5931078771159228
2025-05-14,-0.633435580668221
2025-05-15,-0.6130506724576907
2025-05-16,-0.4875181287474941
2025-05-17,-0.4452780575373656
2025-05-18,-0.4194504651222117
2025-05-19,-0.3057509277388561
2025-05-20,-0.3431011712449208
2025-05-21,-0.4415738220589871
2025-05-22,-0.789261865391953
2025-05-23,-0.3431219030360428
2025-05-24,-0.3095590065709457
2025-05-25,-0.1341941269989437
2025-05-26,-0.3999508590260898
2025-05-27,-0.4175687952196938
2025-05-28,-0.4598873525036913
2025-05-29,-0.3034287344260802
2025-05-30,-0.5962571107363739
2025-05-31,-0.4820067808933741
2025-06-01,-0.4847828934851748
2025-06-02,-0.4453456451027868
2025-06-03,-0.4198632067093761
2025-06-04,-0.093648626133489
2025-06-05,0.0849884516842873
2025-06-06,0.1419454096575929
2025-06-07,-0.0203686588185236
2025-06-08,-0.0898670916132999
2025-06-09,0.7148104041152257
2025-06-10,-0.3459748791576307
2025-06-11,0.1636917222592284
2025-06-12,0.2305618611358602
2025-06-13,0.0231641714796069
2025-06-14,0.8717683405646621
2025-06-15,0.0901598974882595
2025-06-16,-1.3318780053597008
2025-06-17,-1.025355360190339
2025-06-18,-0.9521979164731916
2025-06-19,-0.922434180648624
2025-06-20,-0.6376881557757343
2025-06-21,-0.6188314463610651
2025-06-22,-0.6530531277718641
2025-06-23,-0.484415030358706
2025-06-24,-0.558071311501366
2025-06-25,-0.6399605880912844
2025-06-26,-0.6663295286645092
