date,Y_Target_Spread
2025-06-27,-0.4951974948524387
2025-06-28,-0.5395802685181277
2025-06-29,-0.5478547056075556
2025-06-30,-0.723362004619557
2025-07-01,-0.5143980335057714
2025-07-02,-0.4967536794889851
2025-07-03,-0.4010381984693225
2025-07-04,-0.3683883658158366
2025-07-05,-0.6211603622820188
2025-07-06,-0.3954254383317517
2025-07-07,-0.3569447372523178
2025-07-08,-0.50187773259539
2025-07-09,-0.9062196277811894
2025-07-10,-0.9015398925206236
2025-07-11,-0.7627689290454653
2025-07-12,-0.8000051177395786
2025-07-13,-0.7269410703969097
2025-07-14,-0.8442657072458686
2025-07-15,-0.7934300827072933
2025-07-16,-0.5857652630795886
2025-07-17,-0.2924835970409125
2025-07-18,-0.3720191009013103
2025-07-19,-0.3725809385964438
2025-07-20,-0.845274836442321
2025-07-21,-0.5062079036081744
2025-07-22,-0.4424585669622343
2025-07-23,-0.3530105687610412
2025-07-24,-0.57917685828903
2025-07-25,-0.5644680065767842
2025-07-26,-0.5347727671260682
2025-07-27,-0.5755719492975051
2025-07-28,-0.4252042505285804
2025-07-29,-0.461361230194802
2025-07-30,-0.2990397919539713
2025-07-31,-0.1642512216518366
2025-08-01,-0.0888779022223884
2025-08-02,-0.3389668579714717
2025-08-03,-0.1712408216057097
2025-08-04,-0.086308389580477
2025-08-05,-0.1707582744480982
2025-08-06,-0.1075119527089025
2025-08-07,-0.4730620353865835
2025-08-08,-0.520771259923063
2025-08-09,-0.3498212713215114
2025-08-10,-0.3766751828921246
2025-08-11,-0.1367660610828656
2025-08-12,-0.4277374996216911
2025-08-13,0.205722720122095
2025-08-14,0.0323270462478566
2025-08-15,-0.0181531825724334
2025-08-16,0.093330394759552
2025-08-17,0.1243424820918601
2025-08-18,0.3852831957638951
2025-08-19,0.2225760545630466
2025-08-20,0.2982183781345195
2025-08-21,0.3388122361686401
2025-08-22,0.3743681054088723
2025-08-23,0.2721123556307114
2025-08-24,0.399837026336197
2025-08-25,0.1070316648833893
2025-08-26,-0.0062880602023351
2025-08-27,-0.103141888320418
2025-08-28,-0.2154583342049836
2025-08-29,-0.338579488804255
2025-08-30,-0.3075678484799864
2025-08-31,-0.3314132737477502
2025-09-01,-0.2582725217553578
2025-09-02,-0.3224043170954838
2025-09-03,-0.1978693441218908
2025-09-04,-0.0210684318708151
2025-09-05,-0.1095843474386928
2025-09-06,-0.1066650536319908
2025-09-07,-0.1121513093175803
2025-09-08,0.007059437153746
2025-09-09,0.2808852551737075
2025-09-10,0.4294760127734411
2025-09-11,0.3124228551801531
2025-09-12,0.3552631460268243
2025-09-13,-0.0383933320528839
2025-09-14,-0.0349544254168492
2025-09-15,0.071262403085103
2025-09-16,0.1841913214402266
2025-09-17,0.7687525117568494
2025-09-18,1.0016003476795667
2025-09-19,1.1883101263838602
2025-09-20,1.0015428476219954
2025-09-21,0.7772460330719948
2025-09-22,0.9292982644730784
2025-09-23,0.4408862631466039
2025-09-24,0.4657082695218273
2025-09-25,-0.079630848326877
2025-09-26,-0.2860563568898939
2025-09-27,-0.2511434066426843
2025-09-28,-0.2826889263506169
2025-09-29,-0.3436643589468358
2025-09-30,-0.2686545961439579
2025-10-01,-0.2505409995742482
2025-10-02,-0.3132476699612883
2025-10-03,-0.5391010205844542
2025-10-04,-0.5409137962756798
2025-10-05,-0.4604633742394468
2025-10-06,-0.4853999106334945
2025-10-07,-0.3192958219910911
2025-10-08,-0.3411121024804728
2025-10-09,-0.3182137331196397
2025-10-10,0.0075156316035132
2025-10-11,-0.5174185427975213
2025-10-12,-0.5886439043405822
2025-10-13,-0.4580338776666894
2025-10-14,-0.5840739548030638
2025-10-15,-0.5595113262968301
2025-10-16,-0.5859028943389992
2025-10-17,-0.6155422479889898
2025-10-18,-0.69134920204566
2025-10-19,-0.2636619986845359
2025-10-20,-1.065422183368876
2025-10-21,-0.3815457396520356
2025-10-22,-0.3906087363310462
2025-10-23,-0.3311803829156643
2025-10-24,-0.6463488015454133
2025-10-25,-0.6705957060946175
2025-10-26,-0.6551819820367788
2025-10-27,-0.6816240013226915
2025-10-28,-0.6449363011228364
2025-10-29,-0.6346918666345776
2025-10-30,-0.3688255675069287
2025-10-31,-0.6234868275290077
2025-11-01,-0.2804225132063869
2025-11-02,-0.2783275131970613
2025-11-03,-0.2933543372413383
2025-11-04,0.6733951562333145
2025-11-05,0.8010595908243623
2025-11-06,0.8489602934574858
2025-11-07,1.869950179508448
