account,amount,ledger,line,reference,token_address,token_amount,transaction,ts,wallet
32321008,354.474217178119,P&L,2,0x9e0318f6d3acf3b38cca5d6c9f3cf3d8bb724db1eb04422961a5712afcdebabe,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,354.474217178119,ACCRUAL-COMP-USDC-191,2023-10-25 22:18:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,355.16609918952713,P&L,2,0x9c594dc6fabd6b6b6d100646c9c948107faab948113ccbee2ab91eb2622478e8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,355.16609918952713,ACCRUAL-COMP-USDC-192,2023-10-26 23:59:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,330.71960145310516,P&L,2,0x1301ec0e1f4a120bd57bb2e869943e18cd8e2b881378d2c25d3c2e8f91fef1b1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,330.71960145310516,ACCRUAL-COMP-USDC-193,2023-10-27 23:53:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,330.9502287902412,P&L,2,0xd56c78bae819434d30ca66f6650f46c748e9427010ad080fa276b5186c476389,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,330.9502287902412,ACCRUAL-COMP-USDC-194,2023-10-28 23:48:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,330.71960145310516,P&L,2,0xc17734f1b11e3199a4aec483cc2c61159188bb479e91c638835afb605f83688c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,330.71960145310516,ACCRUAL-COMP-USDC-195,2023-10-29 23:43:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,318.0350979106221,P&L,2,0xb0e13f91308904fd98ab6e6a65aaf9fcc540f7944061eaff12f7aae80b17c2f4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,318.0350979106221,ACCRUAL-COMP-USDC-196,2023-10-30 22:43:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,342.0203409727719,P&L,2,0x7d66a5b09811100c251183df73dd270415fc73bbdb27064253248b885e5209c5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,342.0203409727719,ACCRUAL-COMP-USDC-197,2023-10-31 23:26:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,316.6513338878057,P&L,2,0x6e442c16519980479af3733a6b68e73e82d63a3ce3026173234da94abead043c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,316.6513338878057,ACCRUAL-COMP-USDC-198,2023-11-01 22:20:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,294.2804821856082,P&L,2,0xc23855a6d2a305e65d3b46a60facd4969a73fb1c42d615b8359d49ba72aa436f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,294.2804821856082,ACCRUAL-COMP-USDC-199,2023-11-02 19:37:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,392.52772780556836,P&L,2,0x0ab8747463188a448c619712bf7604b941efb608e7723727205d2c3edbeebaa4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,392.52772780556836,ACCRUAL-COMP-USDC-200,2023-11-03 23:59:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,324.4926633504316,P&L,2,0x933a4818cf779bad9f77b724d6856f12d222d78520c0493dce0fec326006e8b5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,324.4926633504316,ACCRUAL-COMP-USDC-201,2023-11-04 23:26:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,330.9502287902412,P&L,2,0x48b4f63f1ba6659fbc01e886652e60284172bdd2a2a8a2a94efd23d56f4358c3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,330.9502287902412,ACCRUAL-COMP-USDC-202,2023-11-05 23:21:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,178.00841037281182,P&L,2,0x431111b7ca865577b279cc278c9e59a0ad064c606c53259bcd4146ed65d051e5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,178.00841037281182,ACCRUAL-COMP-USDC-203,2023-11-06 21:53:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,198.0211902372108,P&L,2,0x747af6df44fd5ae3de6a8a19c82e411dd6c9e48518e8c7bfbf37d29e28470bef,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,198.0211902372108,ACCRUAL-COMP-USDC-204,2023-11-07 22:58:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,237.98493787024063,P&L,2,0x666b0f30682ffd8a2956446640ee4aa4f87a401d2da5b946dea052a04889f611,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,237.98493787024063,ACCRUAL-COMP-USDC-205,2023-11-08 21:18:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,347.20760700927076,P&L,2,0xf72bad9909d3a9a0fd1ce2799a003e453ce6d3f536369041cb64e1f5ca646fe5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,347.20760700927076,ACCRUAL-COMP-USDC-206,2023-11-09 23:39:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,318.79571062947406,P&L,2,0xd01cad65148f10a5746edcbdf99706a70d67c423987cc5688efc6b2adc3694df,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,318.79571062947406,ACCRUAL-COMP-USDC-207,2023-11-10 22:58:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,334.4660850814313,P&L,2,0x1a8f579cc9cef21566148b5f01a67c58366628ee7550fa963d28b1e37a00bb36,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,334.4660850814313,ACCRUAL-COMP-USDC-208,2023-11-11 23:42:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,250.05519704793343,P&L,2,0x9f6403953ce91a243e4208ba2417d89544c7de100df6f089cd17d6ef01cad329,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,250.05519704793343,ACCRUAL-COMP-USDC-209,2023-11-12 17:45:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,396.44023391625274,P&L,2,0x590c2a64879175ae3aa5e7ef114fa0adf476f29d28dd0c477376f5d592245404,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,396.44023391625274,ACCRUAL-COMP-USDC-210,2023-11-13 22:23:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,342.4116871856743,P&L,2,0xbd03b0c7dd11739e7851856381315688f4fa822635ec9baf04d9f67d4d71ed22,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,342.4116871856743,ACCRUAL-COMP-USDC-211,2023-11-14 23:07:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,342.4116871856743,P&L,2,0x76b236e09e754c7a713f42489f94dd6e3ce296e06ac40db28587aabd2d9a7340,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,342.4116871856743,ACCRUAL-COMP-USDC-212,2023-11-15 23:50:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,348.7960026777508,P&L,2,0xb7153aaa2adec6c2578ab3313850201b06453de91ffdd68df11ccc3fec60b049,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,348.7960026777508,ACCRUAL-COMP-USDC-213,2023-11-16 23:03:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,334.7314048725463,P&L,2,0x3ea80f9f57ca33e0adf8709760988d762c2265969107c103da29e827aeda9191,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,334.7314048725463,ACCRUAL-COMP-USDC-214,2023-11-17 23:11:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,214.49758705639064,P&L,2,0x540ca1ba2abc16159b6f8b027696fa90dd5b4138da0c4521cadedc1bf9893700,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,214.49758705639064,ACCRUAL-COMP-USDC-215,2023-11-18 23:48:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,240.37075685489998,P&L,2,0x4863292cbb59ae041b421f56c0c6c7566c0772d545eb4772d36fd7988844adf5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,240.37075685489998,ACCRUAL-COMP-USDC-216,2023-11-19 22:46:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,243.85944708501464,P&L,2,0x70dfa5d0786c1f4987e18e669387480daf2ede8895bfc84fd1ce54f33ac8c535,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,243.85944708501464,ACCRUAL-COMP-USDC-217,2023-11-20 22:05:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,263.221677862151,P&L,2,0x3e0b0cef74ea5c79b1052a7fc5a78467dcd08a44f740aeaec93e7f0287117388,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,263.221677862151,ACCRUAL-COMP-USDC-218,2023-11-21 23:15:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,249.96465498771528,P&L,2,0x2405357f3c1161dcd3a626f8ed0275ed5a921ef947e692a4075b0a1670b95f9d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,249.96465498771528,ACCRUAL-COMP-USDC-219,2023-11-22 23:08:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,259.9074221435421,P&L,2,0x54c3c1bbe47201f1ea34ed7c36dd7cf601ae7525c9f00a88d7c6c7ee0de812df,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,259.9074221435421,ACCRUAL-COMP-USDC-220,2023-11-23 23:58:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,205.83272357676486,P&L,2,0x63a0d83a1840b85aa4c0010e3812c5d84e4dc7ad4918a652098ad5a6f8844264,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,205.83272357676486,ACCRUAL-COMP-USDC-221,2023-11-24 19:39:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,278.22304585164403,P&L,2,0xdc0c192b19924a179b3d7630c913eb323532289526aff0ac82bbfc63989e9759,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,278.22304585164403,ACCRUAL-COMP-USDC-222,2023-11-25 22:14:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,247.17370280362357,P&L,2,0xc9f1d6a602485828deaab3f0e69f7411a52cc60b73d0884f559827b838cefb65,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,247.17370280362357,ACCRUAL-COMP-USDC-223,2023-11-26 21:51:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,188.0283908640418,P&L,2,0xad1ecb59e4f29aa3b75396c0a896fc8118db0c2597a97d0b71ea449b703fc77d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,188.0283908640418,ACCRUAL-COMP-USDC-224,2023-11-27 22:09:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,167.76726707155413,P&L,2,0xfad59908928fe1465a9d9ba5e4d3c62adc9d449b5adfadd4d2b55f6a2ecf53a8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,167.76726707155413,ACCRUAL-COMP-USDC-225,2023-11-28 19:50:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,324.68851687637647,P&L,2,0x015609964a58b86a174ec7bf69ca35411610d3cc8af4da6d3f0dfddb2453b90e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,324.68851687637647,ACCRUAL-COMP-USDC-226,2023-11-29 22:07:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,317.889836002696,P&L,2,0x6d6390c0f4fb70c5c338819f99de563e49c3d065803ee921eb888c5f84e7a0c0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,317.889836002696,ACCRUAL-COMP-USDC-227,2023-11-30 23:50:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,284.92653479697253,P&L,2,0xf995e7a610a9e88bb7bed3de83a15487a75b8d24792377105cbca599f2bc1405,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,284.92653479697253,ACCRUAL-COMP-USDC-228,2023-12-01 22:53:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,308.0008456409789,P&L,2,0xa1e291944ddfb1aadae900fde8d3957c44b52435842731e119d2812db76cf9a2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,308.0008456409789,ACCRUAL-COMP-USDC-229,2023-12-02 23:48:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,284.3084728993652,P&L,2,0xacfeb9d52971723f4dc78ee2f79bcaa0a4214d27813427896d61dcc88c762ae7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,284.3084728993652,ACCRUAL-COMP-USDC-230,2023-12-03 22:49:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,300.79012350222695,P&L,2,0xaac8745c060767bd203b480c232182283a4871fd751348eee9292daf196f0b62,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,300.79012350222695,ACCRUAL-COMP-USDC-231,2023-12-04 23:09:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,288.4288855500806,P&L,2,0x5dadffd3e2d97aca99dead04988afc3be1e839daa1a59726c74d833d81b3cde4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,288.4288855500806,ACCRUAL-COMP-USDC-232,2023-12-05 22:29:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,330.1128398374341,P&L,2,0x7e602a4eda6cb2a626113ca62e8fff01c6ab5c697bb0b513045dad9fd7a7f7ba,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,330.1128398374341,ACCRUAL-COMP-USDC-233,2023-12-06 23:29:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,316.186686405447,P&L,2,0xbcad9eed9cb42e9b1c14bc41febcf1e365af51b96cfe921a88cd6989d7d6eafc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,316.186686405447,ACCRUAL-COMP-USDC-234,2023-12-07 23:34:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,298.6815411373254,P&L,2,0xb800481ac8ee9e5c009ca34c9f49d83fdd444c659ffbc8fae743a348084f8c96,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,298.6815411373254,ACCRUAL-COMP-USDC-235,2023-12-08 22:19:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,393.249115698422,P&L,2,0xe4337a65118e9b640c277a772dd561afe55ee05e053c3ca788cba225022e1c81,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,393.249115698422,ACCRUAL-COMP-USDC-236,2023-12-09 23:30:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,374.5724309082547,P&L,2,0xae977fc91957d9ca4453bb39465b0e71e4168907c52822fa1746b5eb070d130d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,374.5724309082547,ACCRUAL-COMP-USDC-237,2023-12-10 23:29:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,373.69387155789667,P&L,2,0x4ba9c19142676babcb7de691c06b35bc2d9976dd7b7d205fdb09a04f343d3f07,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,373.69387155789667,ACCRUAL-COMP-USDC-238,2023-12-11 23:48:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,364.98544686086547,P&L,2,0xddf2516b4799e5bad5fc30cc2f1c4167c41a9129978ca6cea1014592922b7b6d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,364.98544686086547,ACCRUAL-COMP-USDC-239,2023-12-12 23:33:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,364.7293167227175,P&L,2,0xad7c17557ac172ecaebb56aeaad75931b2eb4d180828fea7fa0cbb642cbbd649,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,364.7293167227175,ACCRUAL-COMP-USDC-240,2023-12-13 23:18:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,495.1165869811628,P&L,2,0x28fa5a5e8f640eecf0259f161d70270fba1f372bed3d7358d3a512150aca83eb,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,495.1165869811628,ACCRUAL-COMP-USDC-241,2023-12-14 22:47:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,509.53404441456314,P&L,2,0xff8d248850a9a5790dafbd6f802144ec3e055ff251bfc01328523ff64277130a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,509.53404441456314,ACCRUAL-COMP-USDC-242,2023-12-15 22:56:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,502.1494930462361,P&L,2,0xf79033def00ce6e3e2e215dc2a9c3c7c89dc6a3baa4431ca5a4d7852b2e5377d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,502.1494930462361,ACCRUAL-COMP-USDC-243,2023-12-16 22:44:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,506.72088198853373,P&L,2,0xa3a37ec9145caf74f9c0603cfcd477055a60fa0f955992378dc3047c9462e538,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,506.72088198853373,ACCRUAL-COMP-USDC-244,2023-12-17 22:45:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,441.0164014145556,P&L,2,0xec1a5eff65c92442916f45c16e7330b55d81cabafe63367e2549ed14ded8ffcd,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,441.0164014145556,ACCRUAL-COMP-USDC-245,2023-12-18 23:01:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,450.40617369742046,P&L,2,0x5ae6689a04ecb3e1282e49837746b97c85dc2592f7199b13f6a50601a57fffb5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,450.40617369742046,ACCRUAL-COMP-USDC-246,2023-12-19 23:49:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,376.4995789548713,P&L,2,0x65b32ff8075d56a324b32ef8a6308702fca765d2f87a6df3fa274d089b706e49,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,376.4995789548713,ACCRUAL-COMP-USDC-247,2023-12-20 20:33:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,465.267184968233,P&L,2,0x3ee210efa0635985859fd834480fec01ac896ccd1993cb9b7d17f0b3e06dc879,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,465.267184968233,ACCRUAL-COMP-USDC-248,2023-12-21 23:50:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,369.28233246816615,P&L,2,0x2944757fc868109035833d020d9ce32410033320b0975f896d4d543d83369220,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,369.28233246816615,ACCRUAL-COMP-USDC-249,2023-12-22 23:53:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,361.34353059125,P&L,2,0xb08d1c53345f3ccf1ffd1cb492663b798466d839ae18610b5297b43e8b9d450f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,361.34353059125,ACCRUAL-COMP-USDC-250,2023-12-23 23:24:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,340.34411917489103,P&L,2,0x54de9ca4adf5806719e745d85a7bbf43cbab2ce7098c055236fb2e7d1eaeb5d5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,340.34411917489103,ACCRUAL-COMP-USDC-251,2023-12-24 21:33:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,375.4285016631981,P&L,2,0x14781b401350e8b88509bab6edd14c4cc55c01b7b282615d6a1a44a3d88ffb27,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,375.4285016631981,ACCRUAL-COMP-USDC-252,2023-12-25 22:00:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,360.31916905874465,P&L,2,0xa8a2920108a8776eba4982f8f7fd5145bf988cec5f0c2d078cd3225fe36bd287,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,360.31916905874465,ACCRUAL-COMP-USDC-253,2023-12-26 21:28:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,390.5378342676515,P&L,2,0x3efe01d24ab939c015e3b42f209ff82de35720fed3fcb22d7df13d9c0292266a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,390.5378342676515,ACCRUAL-COMP-USDC-254,2023-12-27 22:53:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,750.708419868578,P&L,2,0xeb3d8263fa7ab1f549ccfe48103eda581e2f4bc7f0dc9b41aef1d7d32a78314e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,750.708419868578,ACCRUAL-COMP-USDC-255,2023-12-28 23:31:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,649.0552824456155,P&L,2,0x23105f79064b3ae61da2d86813c37796199ae06d68c6448ef4ca41b5f7419398,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,649.0552824456155,ACCRUAL-COMP-USDC-256,2023-12-29 20:49:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,526.740646925229,P&L,2,0xd53bbaaab5f3ef564a06c28ea6d445f8cd8c2351ab7a873b624d8990e7ba52c2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,526.740646925229,ACCRUAL-COMP-USDC-257,2023-12-30 22:39:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,508.38968245170497,P&L,2,0xd6ba9ff72ae53e559d5dbd0e470a84c057a3c01a1dffcab7f3a0159f58ac546c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,508.38968245170497,ACCRUAL-COMP-USDC-258,2023-12-31 23:36:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,486.9802238992602,P&L,2,0x251e5a2ea2db822ce73ea68e33e1ab885b63510cd578fe7a7e658d48dc9ab005,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,486.9802238992602,ACCRUAL-COMP-USDC-259,2024-01-01 23:30:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,480.5234030659832,P&L,2,0x8e793d4c6733c9f1bef2f013641cb16ada630398f84508e4bd481cab9557a650,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,480.5234030659832,ACCRUAL-COMP-USDC-260,2024-01-02 23:04:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,504.65152302191296,P&L,2,0x4a127a5ea14927921dc74fcdc134686cfa0117a5f14a07f2b95f164dddc100fe,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,504.65152302191296,ACCRUAL-COMP-USDC-261,2024-01-03 23:49:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,529.1046712576104,P&L,2,0x6de556aa5af8bcb887cb9f24eadd7372f6e0d0dcd53706bf6ea820c68174060c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,529.1046712576104,ACCRUAL-COMP-USDC-262,2024-01-04 23:33:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,532.0792583061424,P&L,2,0xa584f3be18d2d4efecac6c95ce96c8c9d839f245d87144177678ab8c4f4361ef,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,532.0792583061424,ACCRUAL-COMP-USDC-263,2024-01-05 23:24:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,487.83227595923046,P&L,2,0xce301dc295b66631feca7f49968d851e26249a95ac4831d83a5d9438957676a0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,487.83227595923046,ACCRUAL-COMP-USDC-264,2024-01-06 21:17:23.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,588.224588847182,P&L,2,0x67b3637f63dddd7be8a14424068184fac4b01a5018197b1fe06084a76da6f36e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,588.224588847182,ACCRUAL-COMP-USDC-265,2024-01-07 23:39:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,540.2593726896051,P&L,2,0xf66006f46a5ce68541620b672a30c1151146d3ed746b1fff90cd789f87d45f14,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,540.2593726896051,ACCRUAL-COMP-USDC-266,2024-01-08 23:52:59.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,519.0654399688154,P&L,2,0xa2f89cce1be5a018403031974613f49d6d80ddedc64a1e10009c8a82dec81781,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,519.0654399688154,ACCRUAL-COMP-USDC-267,2024-01-09 23:09:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,553.2731910269321,P&L,2,0xa6d75bdaa521fe901671ef634f4059c3e5bffe56d2a640242b5307c4a3688b2d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,553.2731910269321,ACCRUAL-COMP-USDC-268,2024-01-10 23:57:35.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,516.0908529202834,P&L,2,0x4995a3c63a4a45c892b2efc35e68d3971496beda64eef89060fc3615a18a7130,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,516.0908529202834,ACCRUAL-COMP-USDC-269,2024-01-11 23:05:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,353.98508515611144,P&L,2,0xbb6a52a308986eaf1a0fb840489e1012d2bf341bd893543a2dd301eaab6a5178,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,353.98508515611144,ACCRUAL-COMP-USDC-270,2024-01-12 22:44:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,358.4785488604908,P&L,2,0xd380ec0d46995685ff73d4ca428c4db9e4903af6bbcf510ddd847f8eb46678f6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,358.4785488604908,ACCRUAL-COMP-USDC-271,2024-01-13 22:40:47.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
32321008,436.6472536859938,P&L,2,0xca0f3af6440524f7dad2a0092dec6434127e28e6378c7bbbfcda168d178a3914,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,436.6472536859938,ACCRUAL-COMP-USDC-272,2024-01-14 23:52:11.000 UTC,0x616de58c011f8736fa20c7ae5352f7f6fb9f0669
