date,timestamp,X_USDC_Depeg_Risk,balance_usdc_normalized,balance_dai_normalized,balance_usdt_normalized,balance_total_normalized,raw_balance_usdc,raw_balance_dai,raw_balance_usdt
2020-09-06 20:40:04,1599424804,0.33141521626492792581013264490385988277486655003960,0.979010,0.996003517560266008,0.979015,2.954028517560266008,979010,996003517560266008,979015
2020-09-07 22:15:02,1599516902,0.33238167975905545081705889329049817104784864525964,1.979010,1.996003517560266008,1.979015,5.954028517560266008,1979010,1996003517560266008,1979015
2020-09-13 21:44:09,1600033449,0.33242732970636249291591077564206674212177015398183,2.079010,2.096003517560266008,2.079015,6.254028517560266008,2079010,2096003517560266008,2079015
2020-09-14 11:20:20,1600082420,0.33246880054942687890224576449909568547108955777085,2.179010,2.196003517560266008,2.179015,6.554028517560266008,2179010,2196003517560266008,2179015
2020-09-15 23:58:47,1600214327,0.43213668928698963633350832081895359537150844988286,207017.492022,71161.609269308897356612,200876.478006,479055.579297308897356612,207017492022,71161609269308897356612,200876478006
2020-09-16 23:58:29,1600300709,0.41212266846075378593511799364915946961751696897029,4254036.556316,1822051.997474439700814975,4246169.554953,10322258.108743439700814975,4254036556316,1822051997474439700814975,4246169554953
2020-09-17 23:56:45,1600387005,0.39447851288864910679997760256624101246013260021271,37027510.827130,15010281.951378536904105715,41826662.742753,93864455.521261536904105715,37027510827130,15010281951378536904105715,41826662742753
2020-09-18 23:59:23,1600473563,0.40366039601055976963712858404204335485316466477922,61226207.879598,23252441.081529400104838611,67198871.263067,151677520.224194400104838611,61226207879598,23252441081529400104838611,67198871263067
2020-09-19 23:59:17,1600559957,0.38897173656607969882866493101206552524236305553367,90649463.976603,47083887.871189363178005836,95315621.779121,233048973.626913363178005836,90649463976603,47083887871189363178005836,95315621779121
2020-09-20 23:47:58,1600645678,0.38840677778859338244956622144669567786791709408704,105006771.030042,52487640.142483283455190989,112858159.984707,270352571.157232283455190989,105006771030042,52487640142483283455190989,112858159984707
2020-09-21 23:58:24,1600732704,0.37746561825640307769429146332209414487755025347636,87382286.981549,45996892.744981894112998050,98118161.369559,231497341.096089894112998050,87382286981549,45996892744981894112998050,98118161369559
2020-09-22 23:51:43,1600818703,0.38415181815940494756579136111631927725450270125001,90189535.881059,45252895.191476826263487567,99333331.055016,234775762.127551826263487567,90189535881059,45252895191476826263487567,99333331055016
2020-09-23 23:58:04,1600905484,0.39142332965025753701011362536538803515116887430169,101103885.695706,49900466.962703144222202052,107293704.808027,258298057.466436144222202052,101103885695706,49900466962703144222202052,107293704808027
2020-09-24 23:58:15,1600991895,0.39387509281555437922227299569566375604522445410520,110761927.003346,54086517.133254656920621512,116362348.380341,281210792.516941656920621512,110761927003346,54086517133254656920621512,116362348380341
2020-09-25 23:53:12,1601077992,0.40473751313287641324557195596871518021183801776701,114739242.114049,55248009.637541445281144856,113503253.553708,283490505.305298445281144856,114739242114049,55248009637541445281144856,113503253553708
2020-09-26 23:51:13,1601164273,0.39687081323405213853195839159379251324415480142573,124014809.219901,60707468.167539053152206175,127759278.535807,312481555.923247053152206175,124014809219901,60707468167539053152206175,127759278535807
2020-09-27 23:59:24,1601251164,0.40089537418955176027011821297441696469108612301758,119557120.223218,60038701.284541243792518172,118629421.088053,298225242.595812243792518172,119557120223218,60038701284541243792518172,118629421088053
2020-09-28 23:59:34,1601337574,0.41183849691087258798060166469930141642013162762760,121916994.779530,57722742.303576908609109216,116391342.318182,296031079.401288908609109216,121916994779530,57722742303576908609109216,116391342318182
2020-09-29 23:57:22,1601423842,0.41000653621148506253283551670034633205903582781223,119976377.680175,57821518.156963252376234379,114822750.625654,292620646.462792252376234379,119976377680175,57821518156963252376234379,114822750625654
2020-09-30 23:54:10,1601510050,0.39937411635443865851404604809832673864625382272253,112946808.742578,56569448.785144945959706506,113293278.988007,282809536.515729945959706506,112946808742578,56569448785144945959706506,113293278988007
2020-10-01 23:59:11,1601596751,0.39144663159080885737244764787669994740302222712245,111432295.538638,57249787.460387061189059614,115985829.676033,284667912.675058061189059614,111432295538638,57249787460387061189059614,115985829676033
2020-10-02 23:59:18,1601683158,0.39608539976204245232660908359768161579561111776205,109535897.785755,53957828.991321375563230785,113052436.882481,276546163.659557375563230785,109535897785755,53957828991321375563230785,113052436882481
2020-10-03 23:58:48,1601769528,0.40834208369791675658608640586600873748049356013933,117675798.824330,56007872.016203757004943009,114495783.402013,288179454.242546757004943009,117675798824330,56007872016203757004943009,114495783402013
2020-10-04 23:54:41,1601855681,0.39280114446661716122820266580209616092174903281360,111610755.106277,55394761.673330821175620833,117135088.914993,284140605.694600821175620833,111610755106277,55394761673330821175620833,117135088914993
2020-10-05 23:55:04,1601942104,0.39219722299838683046635306824882873177748326063410,115543874.457416,56755415.332178392128664509,122307269.568658,294606559.358252392128664509,115543874457416,56755415332178392128664509,122307269568658
2020-10-06 23:49:44,1602028184,0.39216383788949490416912489124010181997263215551101,118084576.859426,59778874.673960121410615797,123246863.723933,301110315.257319121410615797,118084576859426,59778874673960121410615797,123246863723933
2020-10-07 23:57:13,1602115033,0.38938622308619592453620208385478346494444613497217,118111740.241776,60594676.876929895383756906,124621572.520081,303327989.638786895383756906,118111740241776,60594676876929895383756906,124621572520081
2020-10-08 23:49:14,1602200954,0.40203588317028089152489992331770589222807544882625,127598448.742154,61689287.235690885023512762,128093010.576338,317380746.554182885023512762,127598448742154,61689287235690885023512762,128093010576338
2020-10-09 23:57:42,1602287862,0.39993235578436402356646066319873110454901571776655,150698001.200142,72930315.948713847384809219,153180408.178173,376808725.327028847384809219,150698001200142,72930315948713847384809219,153180408178173
2020-10-10 23:55:39,1602374139,0.41254924218810933874474984991634501929681210947996,156495823.204807,74475377.903452164489074535,148367329.183962,379338530.292221164489074535,156495823204807,74475377903452164489074535,148367329183962
2020-10-11 23:58:54,1602460734,0.41705311812939128979848364616758449525712001200346,158301118.494828,74917121.519740191401669864,146352398.864374,379570638.878942191401669864,158301118494828,74917121519740191401669864,146352398864374
2020-10-12 23:50:49,1602546649,0.41842929470751336838068767438763614137518258751541,159158343.153514,75996152.654316215355427467,145216441.807251,380370937.615081215355427467,159158343153514,75996152654316215355427467,145216441807251
